Position,Points,Rider,Team,Time/Gap,Grand Prix,Year,Event,Rider_normalized,Race Title,Conditions,Temperature,Track Conditions,Humidity,Ground Temp,Avg_Position_Last3,Podiums_Last5,Points_Streak,circuit_file,file,length_km,width_m,right corners,left corners,Race_Number_Season,Rider_Experience,Points_numeric,Season_Points_So_Far,Championship_Position,Team_Avg_Position,Difficult_Conditions,Rider_Circuit_Avg,Podio
15,1,17K. Abraham17K. AbrahamReale Avintia Racing,Reale Avintia Racing,+37.934,Event ger,2019.0,ger,Abrahamreale,Event ger,Partly Cloudy,20º,Dry,44%,32º,14.5,0.0,4.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,8,1.0,1.0,5.0,1.0,13.0,0,,0
14,2,17K. Abraham17K. AbrahamReale Avintia Racing,Reale Avintia Racing,+64.871,Event hun,2019.0,hun,Abrahamreale,,,,,,,15.0,0.0,5.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,9,1.0,2.0,7.0,1.0,12.5,0,,0
14,2,17K. Abraham17K. AbrahamReale Avintia Racing,Reale Avintia Racing,+27.298,Event ita,2019.0,ita,Abrahamreale,Event ita,Partly Cloudy,29º,Dry,33%,49º,14.666666666666666,0.0,6.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,10,1.0,2.0,9.0,1.0,14.0,0,,0
19,ND,17K. Abraham17K. AbrahamReale Avintia Racing,Reale Avintia Racing,+56.012,Event tha,2019.0,tha,Abrahamreale,Event tha,Partly Cloudy,31º,Dry,58%,48º,14.333333333333334,0.0,0.0,,,,,,,11,1.0,0.0,9.0,1.0,18.0,0,,0
14,2,17K. Abraham17K. AbrahamReale Avintia Racing,Reale Avintia Racing,+64.871,Event usa,2019.0,usa,Abrahamreale,Event usa,Partly Cloudy,15º,Dry,44%,16º,15.666666666666666,0.0,1.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,12,1.0,2.0,11.0,1.0,12.5,0,,0
3,16,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+14.904,Event ara,2024.0,ara,Acosta,,,,,,,,,0.0,,,,,,,1,1.0,16.0,16.0,1.0,7.5,0,,1
10,6,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+10.618,Event arg,2024.0,arg,Acosta,,,,,,,3.0,1.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,2,1.0,6.0,22.0,1.0,14.5,0,,0
13,3,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+33.736,Event aut,2024.0,aut,Acosta,,,,,,,6.5,1.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,3,1.0,3.0,25.0,1.0,14.0,0,,0
10,6,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+10.618,Event cze,2024.0,cze,Acosta,,,,,,,8.666666666666666,1.0,3.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,4,1.0,6.0,31.0,1.0,14.5,0,,0
10,6,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+10.618,Event esp,2024.0,esp,Acosta,,,,,,,11.0,1.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,5,1.0,6.0,37.0,1.0,14.5,0,,0
9,7,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+16.386,Event gbr,2024.0,gbr,Acosta,,,,,,,10.0,0.0,6.0,,,,,,,7,1.0,7.0,44.0,1.0,12.5,0,,0
7,9,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+14.746,Event ger,2024.0,ger,Acosta,,,,,,,9.5,0.0,7.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,8,1.0,9.0,53.0,1.0,11.5,0,,0
10,6,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+10.618,Event hun,2024.0,hun,Acosta,,,,,,,8.0,0.0,8.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,9,1.0,6.0,59.0,1.0,14.5,0,,0
5,11,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+7.501,Event ita,2024.0,ita,Acosta,,,,,,,8.666666666666666,0.0,9.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,10,1.0,11.0,70.0,1.0,5.0,0,,0
10,6,31P. Acosta31P. AcostaRed Bull GASGAS Tech3,Red Bull GASGAS Tech3,+10.618,Event usa,2024.0,usa,Acosta,,,,,,,7.333333333333333,0.0,10.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,11,1.0,6.0,76.0,1.0,14.5,0,,0
4,13,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+7.657,Event ara,2025.0,ara,Acosta,Event ara,Clear,25º,Dry,43%,50º,8.333333333333334,0.0,11.0,,,,,,,1,2.0,13.0,13.0,1.0,4.0,0,3.0,0
4,13,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+6.864,Event aut,2025.0,aut,Acosta,Event aut,Partly Cloudy,24º,Dry,55%,32º,6.333333333333333,0.0,12.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,2,2.0,13.0,26.0,1.0,5.5,0,13.0,0
3,16,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+3.366,Event cze,2025.0,cze,Acosta,Event cze,Partly Cloudy,27º,Dry,46%,40º,6.0,0.0,13.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,3,2.0,16.0,42.0,1.0,5.5,0,10.0,1
2,20,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+4.314,Event esp,2025.0,esp,Acosta,,,,,,,3.6666666666666665,1.0,14.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,4,2.0,20.0,62.0,1.0,4.5,0,10.0,1
6,10,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+7.109,Event gbr,2025.0,gbr,Acosta,Event gbr,Partly Cloudy,16º,Dry,46%,30º,3.0,2.0,15.0,,,,,,,5,2.0,10.0,72.0,1.0,10.0,0,9.0,0
2,20,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+4.314,Event hun,2025.0,hun,Acosta,,,,,,,4.0,2.0,17.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,7,2.0,20.0,92.0,1.0,4.5,0,10.0,1
8,8,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+19.349,Event ita,2025.0,ita,Acosta,Event ita,Clear,32º,Dry,41%,49º,4.0,3.0,18.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,8,2.0,8.0,100.0,1.0,8.5,0,5.0,0
8,8,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+14.219,Event qat,2025.0,qat,Acosta,Event qat,Clear,28º,Dry,40%,33º,5.0,2.0,19.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,9,2.0,8.0,108.0,1.0,10.5,0,,0
19,ND,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+42.115,Event tha,2025.0,tha,Acosta,Event tha,Partly Cloudy,36º,Dry,41%,50º,6.0,1.0,0.0,,,,,,,10,2.0,0.0,108.0,1.0,13.5,0,,0
2,20,37P. Acosta37P. AcostaRed Bull KTM Factory Racing,Red Bull KTM Factory Racing,+4.314,Event usa,2025.0,usa,Acosta,,,,,,,11.666666666666666,1.0,1.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,11,2.0,20.0,128.0,1.0,4.5,0,10.0,1
15,1,64K. Akiyoshi64K. AkiyoshiInterwetten Honda MotoGP,Interwetten Honda MotoGP,+0.000,Event ned,2010.0,ned,Akiyoshiinterwetten,Event ned,Sunny,23º,Dry,23%,48º,,,0.0,,,,,,,1,1.0,1.0,1.0,1.0,15.0,0,,0
13,3,64K. Akiyoshi64K. AkiyoshiSan Carlo Honda Gresini,San Carlo Honda Gresini,+0.000,Event ned,2011.0,ned,Akiyoshisan,Event ned,Cloudy,14º,Dry,82%,16º,,,0.0,,,,,,,14,1.0,3.0,3.0,1.0,11.0,0,,0
6,10,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+11.889,Event ara,2025.0,ara,Aldeguer,Event ara,Clear,25º,Dry,43%,50º,,,0.0,,,,,,,12,1.0,10.0,10.0,1.0,4.0,0,,0
2,20,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+1.118,Event aut,2025.0,aut,Aldeguer,Event aut,Partly Cloudy,24º,Dry,55%,32º,6.0,0.0,1.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,13,1.0,20.0,30.0,1.0,6.0,0,,1
11,5,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+19.781,Event cze,2025.0,cze,Aldeguer,Event cze,Partly Cloudy,27º,Dry,46%,40º,4.0,1.0,2.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,14,1.0,5.0,35.0,1.0,11.0,0,,0
16,ND,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+55.239,Event esp,2025.0,esp,Aldeguer,,,,,,,6.333333333333333,1.0,0.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,15,1.0,0.0,35.0,1.0,15.0,0,,0
8,8,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+8.584,Event gbr,2025.0,gbr,Aldeguer,Event gbr,Partly Cloudy,16º,Dry,46%,30º,9.666666666666666,1.0,1.0,,,,,,,16,1.0,8.0,43.0,1.0,6.5,0,,0
5,11,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+18.916,Event ger,2025.0,ger,Aldeguer,Event ger,Cloudy,21º,Dry,65%,27º,11.666666666666666,1.0,2.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,17,1.0,11.0,54.0,1.0,3.5,0,,0
16,ND,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+55.239,Event hun,2025.0,hun,Aldeguer,,,,,,,9.666666666666666,1.0,0.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,18,1.0,0.0,54.0,1.0,15.0,0,,0
12,4,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+25.578,Event ita,2025.0,ita,Aldeguer,Event ita,Clear,32º,Dry,41%,49º,9.666666666666666,0.0,1.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,19,1.0,4.0,58.0,1.0,7.0,0,,0
5,11,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+7.484,Event qat,2025.0,qat,Aldeguer,Event qat,Clear,28º,Dry,40%,33º,11.0,0.0,2.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,20,1.0,11.0,69.0,1.0,5.5,0,,0
13,3,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+24.760,Event tha,2025.0,tha,Aldeguer,Event tha,Partly Cloudy,36º,Dry,41%,50º,11.0,0.0,3.0,,,,,,,21,1.0,3.0,72.0,1.0,7.5,0,,0
16,ND,54F. Aldeguer54F. AldeguerBK8 Gresini Racing MotoGP,BK8 Gresini Racing MotoGP,+55.239,Event usa,2025.0,usa,Aldeguer,,,,,,,10.0,0.0,0.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,22,1.0,0.0,72.0,1.0,15.0,0,,0
4,13,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+5.256,Event ara,2017.0,ara,Alesmovistar,Event ara,Clear,27º,Dry,44%,40º,,,0.0,,,,,,,13,1.0,13.0,13.0,1.0,4.5,0,,0
1,25,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,41:45.060,Event arg,2017.0,arg,Alesmovistar,Event arg,Cloudy,20º,Dry,60%,25º,4.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,14,1.0,25.0,38.0,1.0,1.5,0,,1
6,10,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+7.447,Event aut,2017.0,aut,Alesmovistar,,,,,,,2.5,1.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,15,1.0,10.0,48.0,1.0,6.5,0,,0
12,4,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+35.012,Event esp,2017.0,esp,Alesmovistar,Event esp,Clear,25º,Dry,22%,26º,3.6666666666666665,1.0,3.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,16,1.0,4.0,52.0,1.0,8.5,0,,0
1,25,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,43:29.793,Event fra,2017.0,fra,Alesmovistar,Event fra,Partly Cloudy,21º,Dry,50%,37º,6.333333333333333,1.0,4.0,,,,,,,17,1.0,25.0,77.0,1.0,1.0,0,,1
2,20,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+0.114,Event gbr,2017.0,gbr,Alesmovistar,Event gbr,Clear,25º,Dry,36%,40º,6.333333333333333,2.0,5.0,,,,,,,18,1.0,20.0,97.0,1.0,2.5,0,,1
4,13,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+14.253,Event ger,2017.0,ger,Alesmovistar,,,,,,,5.0,3.0,6.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,19,1.0,13.0,110.0,1.0,4.5,0,,0
12,4,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+35.012,Event hun,2017.0,hun,Alesmovistar,,,,,,,2.3333333333333335,2.0,7.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,20,1.0,4.0,114.0,1.0,8.5,0,,0
2,20,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+1.281,Event ita,2017.0,ita,Alesmovistar,Event ita,Partly Cloudy,25º,Dry,58%,42º,6.0,2.0,8.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,21,1.0,20.0,134.0,1.0,3.0,0,,1
12,4,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+35.012,Event tha,2017.0,tha,Alesmovistar,Event tha,Clear,25º,Dry,22%,26º,7.0,2.0,10.0,,,,,,,23,1.0,4.0,138.0,1.0,8.5,0,,0
12,4,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+35.012,Event usa,2017.0,usa,Alesmovistar,Event usa,Clear,25º,Dry,22%,26º,7.0,1.0,11.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,24,1.0,4.0,142.0,1.0,8.5,0,,0
10,6,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+22.457,Event ara,2018.0,ara,Alesmovistar,Event ara,Clear,30º,Dry,36%,45º,12.0,1.0,12.0,,,,,,,12,2.0,6.0,6.0,1.0,9.0,0,4.0,0
12,4,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+22.939,Event aut,2018.0,aut,Alesmovistar,,,,,,,11.333333333333334,1.0,13.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,13,2.0,4.0,10.0,1.0,9.0,0,6.0,0
7,9,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+23.758,Event fra,2018.0,fra,Alesmovistar,Event fra,Clear,24º,Dry,41%,45º,12.0,0.0,16.0,,,,,,,16,2.0,9.0,19.0,1.0,5.0,0,1.0,0
3,16,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+2.776,Event ger,2018.0,ger,Alesmovistar,Event ger,Partly Cloudy,27º,Dry,48%,48º,7.0,0.0,17.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,17,2.0,16.0,35.0,1.0,2.5,0,4.0,1
8,8,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+11.060,Event ita,2018.0,ita,Alesmovistar,Event ita,Clear,29º,Dry,39%,51º,5.0,1.0,19.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,19,2.0,8.0,43.0,1.0,5.5,0,2.0,0
6,10,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+3.888,Event qat,2018.0,qat,Alesmovistar,Event qat,Clear,21º,Dry,46%,23º,5.5,1.0,20.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,20,2.0,10.0,53.0,1.0,4.5,0,,0
3,16,25M. Viñales25M. ViñalesMovistar Yamaha MotoGP,Movistar Yamaha MotoGP,+0.270,Event tha,2018.0,tha,Alesmovistar,Event tha,Clear,32º,Dry,46%,49º,7.0,1.0,21.0,,,,,,,21,2.0,16.0,69.0,1.0,3.5,0,12.0,1
11,5,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+44.255,Event ara,2015.0,ara,Alesteam,Event ara,Partly Cloudy,23º,Dry,50%,39º,,,0.0,,,,,,,1,1.0,5.0,5.0,1.0,8.5,0,,0
10,6,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+34.808,Event arg,2015.0,arg,Alesteam,,,,,,,11.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,2,1.0,6.0,11.0,1.0,8.5,0,,0
11,5,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+39.746,Event aut,2015.0,aut,Alesteam,Event aut,Clear,23º,Dry,63%,29º,10.5,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,3,1.0,5.0,16.0,1.0,9.5,0,,0
11,5,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+39.746,Event esp,2015.0,esp,Alesteam,Event esp,Clear,23º,Dry,63%,29º,10.5,0.0,4.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,5,1.0,5.0,21.0,1.0,9.5,0,,0
11,5,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+44.776,Event gbr,2015.0,gbr,Alesteam,Event gbr,Raining,16º,Wet,85%,18º,11.0,0.0,5.0,,,,,,,6,1.0,5.0,26.0,1.0,10.0,0,,0
11,5,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+37.274,Event ger,2015.0,ger,Alesteam,Event ger,Partly Cloudy,27º,Dry,38%,42º,11.0,0.0,6.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,7,1.0,5.0,31.0,1.0,10.5,0,,0
10,6,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+27.238,Event ned,2015.0,ned,Alesteam,Event ned,Partly Cloudy,20º,Dry,66%,30º,11.0,0.0,7.0,,,,,,,8,1.0,6.0,37.0,1.0,9.5,0,,0
14,2,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+33.463,Event qat,2015.0,qat,Alesteam,Event qat,Clear,22º,Dry,83%,28º,10.666666666666666,0.0,8.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,9,1.0,2.0,39.0,1.0,12.5,0,,0
11,5,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+39.746,Event usa,2015.0,usa,Alesteam,Event usa,Clear,23º,Dry,63%,29º,11.666666666666666,0.0,9.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,10,1.0,5.0,44.0,1.0,9.5,0,,0
6,10,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+14.341,Event aut,2016.0,aut,Alesteam,Event aut,Partly Cloudy,27º,Dry,38%,46º,12.5,0.0,11.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,2,2.0,10.0,10.0,1.0,6.0,0,11.0,0
9,7,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+24.581,Event cze,2016.0,cze,Alesteam,Event cze,Cloudy,17º,Wet,100%,18º,8.5,0.0,12.0,cze_circuit_information.pdf,cze_circuit_information.pdf,5.403,15.0,8.0,6.0,3,2.0,7.0,17.0,1.0,9.0,0,,0
5,11,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+10.610,Event esp,2016.0,esp,Alesteam,Event esp,Partly Cloudy,22º,Dry,42%,25º,7.5,0.0,13.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,4,2.0,11.0,28.0,1.0,6.5,0,11.0,0
3,16,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+14.177,Event fra,2016.0,fra,Alesteam,Event fra,Partly Cloudy,22º,Dry,40%,35º,6.666666666666667,0.0,14.0,,,,,,,5,2.0,16.0,44.0,1.0,4.5,0,,1
1,25,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,39:03.559,Event gbr,2016.0,gbr,Alesteam,,,,,,,5.666666666666667,1.0,15.0,,,,,,,6,2.0,25.0,69.0,1.0,4.0,0,11.0,1
12,4,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+42.158,Event ger,2016.0,ger,Alesteam,,,,,,,3.0,2.0,16.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,7,2.0,4.0,73.0,1.0,13.0,0,11.0,0
5,11,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+10.610,Event hun,2016.0,hun,Alesteam,Event hun,Partly Cloudy,22º,Dry,42%,25º,5.333333333333333,2.0,17.0,hun_circuit_information.pdf,hun_circuit_information.pdf,4.075,12.0,7.0,10.0,8,2.0,11.0,84.0,1.0,6.5,0,,0
6,10,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+8.670,Event ita,2016.0,ita,Alesteam,Event ita,Clear,26º,Dry,40%,48º,6.0,2.0,18.0,ita_circuit_information.pdf,ita_circuit_information.pdf,5.245,14.0,9.0,6.0,9,2.0,10.0,94.0,1.0,7.5,0,,0
13,3,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+23.973,Event ned,2016.0,ned,Alesteam,Event ned,Light Rain,17º,Wet,88%,20º,7.666666666666667,2.0,19.0,,,,,,,10,2.0,3.0,97.0,1.0,14.0,0,10.0,0
6,10,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+15.423,Event qat,2016.0,qat,Alesteam,Event qat,Clear,21º,Dry,71%,23º,8.0,1.0,20.0,qat_circuit_information.pdf,qat_circuit_information.pdf,5.38,12.0,10.0,6.0,11,2.0,10.0,107.0,1.0,8.5,0,14.0,0
5,11,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+10.610,Event tha,2016.0,tha,Alesteam,Event tha,Partly Cloudy,22º,Dry,42%,25º,8.333333333333334,0.0,21.0,,,,,,,12,2.0,11.0,118.0,1.0,6.5,0,,0
5,11,25M. Viñales25M. ViñalesTeam SUZUKI ECSTAR,Team SUZUKI ECSTAR,+10.610,Event usa,2016.0,usa,Alesteam,Event usa,Partly Cloudy,22º,Dry,42%,25º,8.0,0.0,22.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,13,2.0,11.0,129.0,1.0,6.5,0,11.0,0
10,6,A. AngelisA. Angelis,,+47.583,Event ara,2008.0,ara,Angelisa,Event ara,Sunny,26º,Dry,41%,34º,,,0.0,,,,,,,1,1.0,6.0,6.0,1.0,,0,,0
10,6,A. AngelisA. Angelis,,+47.583,Event arg,2008.0,arg,Angelisa,Event arg,Sunny,26º,Dry,41%,34º,10.0,0.0,1.0,arg_circuit_information.pdf,arg_circuit_information.pdf,4.806,16.0,9.0,5.0,2,1.0,6.0,12.0,1.0,,0,,0
10,6,A. AngelisA. Angelis,,+47.583,Event aut,2008.0,aut,Angelisa,Event aut,Sunny,26º,Dry,41%,34º,10.0,0.0,2.0,aut_circuit_information.pdf,aut_circuit_information.pdf,4.348,12.0,8.0,3.0,3,1.0,6.0,18.0,1.0,,0,,0
10,6,A. AngelisA. Angelis,,+47.583,Event esp,2008.0,esp,Angelisa,Event esp,Sunny,26º,Dry,41%,34º,10.0,0.0,3.0,esp_circuit_information.pdf,esp_circuit_information.pdf,4.075,12.0,7.0,10.0,4,1.0,6.0,24.0,1.0,,0,,0
10,6,A. AngelisA. Angelis,,+47.583,Event tha,2008.0,tha,Angelisa,Event tha,Sunny,26º,Dry,41%,34º,10.0,0.0,4.0,,,,,,,5,1.0,6.0,30.0,1.0,,0,,0
11,5,15A. Angelis15A. AngelisIgnite Pramac Racing,Ignite Pramac Racing,+62.604,Event usa,2013.0,usa,Angelisignite,Event usa,Clear,23º,Dry,48%,49º,,,0.0,usa_circuit_information.pdf,usa_circuit_information.pdf,4.075,12.0,7.0,10.0,5,1.0,5.0,5.0,1.0,11.0,0,,0
16,ND,15A. Angelis15A. AngelisInterwetten Honda MotoGP,Interwetten Honda MotoGP,+19.384,Event ger,2010.0,ger,Angelisinterwetten,Event ger,Partly Cloudy,20º,Dry,44%,29º,,,0.0,ger_circuit_information.pdf,ger_circuit_information.pdf,3.671,12.0,3.0,10.0,2,1.0,0.0,0.0,1.0,16.0,0,,0
12,4,15A. Angelis15A. AngelisNGM Forward Racing,NGM Forward Racing,+60.718,Event ara,2014.0,ara,Angelisngm,,,,,,,,,0.0,,,,,,,13,1.0,4.0,4.0,1.0,7.0,0,,0
